Date,ACB,AGR,CTC,CTG,EIB,HOM,MAS,MBB,SHB,STB
14/01/2022,33.05,23.5,8.4,35.45,33.85,8.9,41.9,29.65,21.85,35
14/02/2022,34,19.8,8.1,34.6,36.55,8.4,47,32,9.98,32.85
14/02/2023,23.85,7.53,1.8,28.7,22.1,4.9,34.5,17.85,25.7,24.4
14/03/2022,32.7,19.85,9.7,31.9,36.6,10.2,49.9,31.65,19.65,32.5
14/03/2023,24.05,7.6,1.9,29,19.35,5,34,17.2,11.85,24.4
14/04/2021,34.6,12.6,4,42.75,25.25,6.7,38.3,31.25,28.6,22.9
14/04/2022,33.8,18.7,9.2,31.2,33.8,9.9,41.3,32.3,29.2,30.8
14/04/2023,24.95,9.5,1.8,29.1,19.75,4.9,35.9,18.3,13.6,25.7
14/05/2021,36.45,11,5.2,47,27.3,5,36,33,12.55,26.4
14/06/2021,34.1,13.95,4.5,52.5,30.4,5.2,38,39.3,24.9,30.8
14/06/2022,24.1,10.95,4.7,25.25,31.3,7.4,43.9,25.5,14.55,20.9
14/06/2023,21.65,12.7,3.3,28.7,21.1,5.3,38,19.75,13.7,27.8
14/07/2021,31.75,12.3,3.6,33.7,26.5,4.4,45,28.85,12.95,27.4
14/07/2022,24.05,10.9,4.4,27,30.75,6.8,36.4,25.5,25.6,23.3
14/07/2023,22,15.2,2.8,29.9,20.3,5.5,34.2,18.65,14.15,29
14/08/2023,23.05,16.5,3,32.3,25,6.3,33.4,18.95,12.3,31.9
14/09/2021,31.5,16.25,6.6,31.2,25.6,7.5,44,27.6,29,26.65
14/09/2022,23.5,12,4,27,33.05,8,37.4,22.4,11,23.05
14/09/2023,22.45,19.7,2.5,33.2,25.4,6.1,29.5,19.15,9.52,31.8
14/10/2021,32.3,17.5,7.5,30.6,23.6,10.2,44.4,28.5,11.45,26.4
14/10/2022,20.85,8.21,2.7,22.7,36.9,6.8,36.1,17.8,22.2,17.65
14/11/2022,20.3,6.19,1.6,23.9,22.5,4.6,39.8,15.2,10.75,15.85
14/11/2023,22.7,14.95,1.4,29.8,19,5,27.2,18.45,10.8,30
14/12/2021,33.3,24.4,8.2,32.4,26.8,9.7,43.5,28.25,19.2,28.1
14/12/2022,23.15,8.5,2.2,27.9,27.2,4.8,35.5,18.15,22.55,23.25
14/12/2023,22.5,15.85,1.3,26.75,18.5,4.9,26.1,18.05,9.99,27.1
15/01/2021,30.25,12.6,3.2,39.5,22,4.2,37.3,26.75,17.8,21.1
15/02/2022,34.5,19.9,8.2,34.95,37.25,8.3,47,32.7,21.7,33.5
15/02/2023,24.55,7.7,1.9,28.9,21,5.1,34.5,18,10.25,23.35
15/03/2021,33.5,12.55,2.9,38,18.45,5,38,28.9,26,18.9
15/03/2022,32.8,19.95,10.6,31.95,37,10,49.9,31.6,19.45,32.7
15/03/2023,24.8,8.13,2,29.5,20,5.1,34,17.8,11.5,25.35
15/04/2021,33.85,12.2,4,42.2,25.8,6.4,37,30.6,28,22.35
15/04/2022,33.55,17.95,,31,33.3,,,31.4,,30.1
15/05/2023,25,12.3,1.8,28.1,19.4,4.6,32.4,18.85,13.25,27
15/06/2021,35.35,13.9,4.5,52.1,30,5.1,35.1,39.3,12.45,30.1
15/06/2022,23.6,10.2,4.3,24.5,30.7,7.2,43.9,24.9,27.3,20.7
15/06/2023,21.7,12.6,3.3,29,20.75,5.1,34.2,19.7,14.65,27.8
15/07/2021,32.75,13.1,3.7,35,27.1,4.3,45,29.3,15.9,28.8
15/07/2022,24,10.85,4.6,27,30.95,6.8,36.4,25.45,12.95,23
15/08/2022,24.95,12.3,4.9,29.45,30,7.4,36,27.35,25.6,25.65
15/08/2023,22.85,16.25,3,32.4,24.7,6.3,33.4,18.95,14.1,31.5
15/09/2021,31.2,16.5,6.3,31.15,25.5,8.2,39.6,27.45,12.2,26.6
15/09/2022,23.55,11.85,4,26.9,35.3,7.9,36,22.15,27.55,23.05
15/09/2023,22.65,19.25,2.5,32.75,25.4,5.8,31.9,19.4,23.7,32.5
15/10/2021,32.2,17.5,7.3,30.65,23.3,10.2,44,28.4,8.86,26.85
15/11/2021,33.4,22.2,8.9,32.5,28.6,10.9,42,28.6,11.55,27.95
15/11/2022,19.1,5.76,1.5,23.4,20.95,4.2,39.8,14.15,22.3,15.1
15/11/2023,23.25,15,1.4,30.2,19.2,5,27.2,18.55,10.9,30
15/12/2021,33.4,23.9,8.2,32.25,26.45,9.6,43.5,28.5,10.8,28.35
15/12/2022,23.2,8.53,2.1,28.25,28,4.8,35.5,18.95,10.7,23.25
15/12/2023,22.75,15.9,1.3,26.7,18.25,5,28.7,18.05,22.6,27.1
16/01/2023,25,8,2,30,26.75,4.9,34.2,18.5,10.1,25.5
16/02/2022,34.2,20.1,8.5,34.65,35.8,8.3,51,32.65,18.7,33.6
16/02/2023,24.8,7.81,1.9,29.7,22,5.1,34.5,18.25,21.75,23.9
16/03/2021,33.45,12.25,2.9,37.7,18.4,5,39,28.65,10.1,18.9
16/03/2022,32.8,20.05,10.5,32,37.45,9.8,49.9,32.1,25.8,32.9
16/03/2023,24.4,8.1,1.9,28.95,20.05,5,34,17.45,12.15,24.6
16/04/2021,33.1,11.75,4.4,42,26.2,6.2,37.1,30.2,11.6,22.1
16/05/2022,27.6,11.7,5.5,24.55,31.1,7.4,39,24.6,27,19.05
16/05/2023,25,12.25,1.8,27.95,19.3,4.6,32.4,18.8,13.3,27.4
16/06/2021,34.7,13.5,4.5,50.5,29.1,5.2,38.6,38.7,12.6,29.2
16/06/2022,24.1,10.2,4.5,24.7,30.6,7.2,43.9,24.9,28.1,21
16/06/2023,21.8,12.85,3.3,28.5,20.8,5.2,34.2,19.7,29.3,29
16/07/2021,33.6,12.75,3.6,34.65,27,4.3,45,29.1,15.8,28.45
16/08/2021,35.7,15.3,4.2,35.1,26.55,6,40.4,31,12.9,30.3
16/08/2022,24.85,12.25,4.9,29.2,30,7.6,36,27.25,26.1,25.55
16/08/2023,22.9,16.2,3,32.35,25.1,6.4,32.5,19,13.7,32.9
16/09/2021,31.3,16.45,6.1,31.65,25.2,8.8,39.6,27.8,10.6,26.75
16/09/2022,23.15,11.4,4,26.2,34.1,7.9,38.5,21.8,23.6,22.45
16/10/2023,22.6,16.7,1.7,28.8,17.25,5.4,30.9,18.2,9.48,30.2
16/11/2021,33.15,23.05,8.7,32.4,28.2,10.7,41.3,28.65,11.6,28.05
16/11/2022,20.4,6.16,1.6,24.8,19.5,4.5,38.9,15.1,22.15,16.15
16/11/2023,23.3,15.45,1.4,30.25,19.1,4.9,29.9,18.5,10.85,30.2
16/12/2021,33,23.4,8.1,32.5,26,9.5,46.5,28.25,22,28.6
16/12/2022,23,8.56,2.1,28.05,27.4,4.9,38.5,18.8,11.1,22.8
17/01/2022,32.75,21.9,7.7,35,32.9,8.4,41.9,29.5,16.1,32.6
17/01/2023,25.3,8.24,2,30.6,26.75,4.9,34.2,19.4,22.5,26.55
17/02/2021,29.4,11.9,3.5,36.8,18,3.7,35.7,25.8,10.1,18.75
17/02/2022,34.3,20.35,9.3,34.9,36.1,8.2,51,33.2,18.9,33.9
17/02/2023,24.8,7.8,2,29.65,19.2,5,34.5,18.1,22.1,24.4
17/03/2021,33.5,12.3,2.9,39.55,18.45,5,39,29,10.25,19.6
17/03/2022,32.8,20.3,10.5,32.7,36.85,9.9,49.9,32.25,11.8,32.8
17/03/2023,24.35,08.09,1.9,29,19.55,5,33,17.45,29.7,25.05
17/04/2023,25,9.78,1.8,29.2,19.75,4.8,35.9,18.25,13,25.9
17/05/2021,36.55,10.9,5.7,46.75,26.95,5,35.6,32.9,11.7,25.95
17/05/2022,29.25,12.5,6,26.25,31.5,8,39,26.3,27.2,20.35
17/05/2023,24.9,12.15,1.8,27.5,18.85,4.6,32.4,18.45,12.95,27
17/06/2021,34.9,13.5,4.4,50.5,29,5.1,38.7,39.9,13.7,29.4
17/06/2022,23.1,9.49,4.2,23.55,31.35,6.6,43.9,23.3,29.5,20.25
17/07/2023,22,15.3,3,29.7,21,5.5,34.2,18.6,15.6,28
17/08/2021,35.6,14.9,4.2,34.6,26.55,5.7,40.4,31.2,12.85,30.15
17/08/2022,24.95,12.2,4.7,29.1,30,7.8,36.1,27.75,26.8,25.4
17/08/2023,22.7,16.4,3,32.6,24.7,6.2,32.6,18.85,11.5,32.35
17/09/2021,31.6,17.1,6.4,31.8,26,8.3,42.5,27.85,10.6,26.8
17/10/2022,20.95,8.34,2.7,22.55,37,6.8,36.1,17.5,23.65,18.15
17/10/2023,22.45,15.55,1.7,28.6,17.2,5.5,30.9,18.1,10,30
17/11/2021,33.3,24.1,8.6,32.25,27.7,10.6,41.3,28.7,11.2,28
17/11/2022,21.05,6.52,1.6,25,18.15,4.7,38.9,15.7,22.2,17.2
17/11/2023,22.7,15,1.5,29.7,18.6,4.9,30.7,18.2,18.6,29.35
17/12/2021,33.2,24.6,8.2,32.95,26,9.6,48,28.2,20.6,28.3
18/01/2021,29.95,13.45,3.2,38.6,21.45,4.2,39.4,26.2,11.1,20.6
18/01/2022,32.8,20.4,7.9,34.55,32.35,7.8,41.9,29.9,15.8,33.9
18/01/2023,25.5,8.24,2,30.75,26.7,4.8,34.2,19.55,22.3,26.8
18/02/2021,29.15,11.5,3.5,36.8,18.5,3.7,38.5,26.2,19.5,18.6
18/02/2022,33.85,20.7,9.6,34.6,35.95,8.4,52,32.65,21.65,33.35
18/03/2021,33.95,12.45,2.9,40.5,19.15,4.9,39.3,29.2,19.45,19.7
18/03/2022,32.8,20.3,10.2,32.8,36,9.9,49.9,32.1,11.5,33.1
18/04/2022,32.8,16.7,7.8,29.2,31.65,9.8,44.8,30.3,29.3,29
18/04/2023,24.75,10.1,1.7,29.1,19.5,4.7,35.9,18.15,13.9,25.9
18/05/2021,36.25,10.85,5.9,46.55,26,5.2,36,33.3,11.6,27.3
18/05/2022,28.95,12.65,5.9,26.6,31.5,7.9,39,26.65,27.5,21.75
18/05/2023,25,12.4,1.9,27.75,19,4.7,35.5,18.6,14.4,27.2
18/06/2021,35,13.55,4.5,51.2,29.8,5.1,38.5,40.55,14.15,29.65
18/07/2022,23.9,10.9,4.5,26.9,30.65,7,36.4,25.4,29.4,22.55
18/07/2023,22,15.1,3,29.85,20.75,5.6,34.1,18.6,15.5,28.45
18/08/2021,35.55,15,4.1,34.5,26.3,5.6,44.4,31.1,12,29.95
18/08/2022,25.15,12.3,4.8,28.75,29.9,7.7,35,27.65,12.1,25.2
18/08/2023,21.9,15.3,2.7,30.7,23,6,29.6,18.1,27.6,31.3
18/09/2023,22.45,19.4,2.4,32.05,23.75,5.8,30,19.15,11.25,32.6
18/10/2021,32,17.1,7.1,30.2,23.2,10,45.8,28.4,10.4,26.9
18/10/2022,21.4,8.5,2.7,23,37,6.8,33,17.55,23.1,17.7
18/10/2023,22.05,14.95,1.7,28.35,16.95,5.2,30.9,17.75,10.1,29.7
18/11/2021,32.5,25.75,8.9,32.15,26.8,10.7,43,28.3,10.7,27.65
18/11/2022,21.15,6.79,1.6,24.7,19.4,4.7,38.9,15.7,16.9,17.1
18/12/2023,22.8,15.7,1.3,26.05,17.9,4.9,26.2,18,20.8,26.3
19/01/2021,27.9,12.55,3.2,35.9,20.2,4.1,38,24.4,11.15,19.2
19/01/2022,33,20.5,7.9,33.85,31.7,7.9,41.9,29.7,15.9,32.85
19/01/2023,26,8.39,2,31.1,27.1,4.9,34.2,19.6,19.6,26.8
19/02/2021,31.1,11.35,3.2,37,18.5,3.9,38.5,26.85,26.8,18.7
19/03/2021,33.8,12.5,3.1,40.45,19.7,5.1,39,29.2,18.15,19.6
19/04/2021,33.7,12,4.4,42.5,27.1,6.1,37.1,30.5,11.35,22.9
19/04/2022,31.65,15.65,7.3,28.75,31.35,9.3,43,29.3,29.4,27.5
19/04/2023,24.4,10.8,1.7,28.7,19.95,4.8,35.9,18.1,14.45,25.5
19/05/2021,36.6,10.75,5.4,48,26.3,5.1,36.1,34.5,11.8,28.5
19/05/2022,28.6,12.65,5.8,26.1,30.4,7.8,39,26.75,12.8,21.75
19/05/2023,24.95,12.5,1.8,28,19.05,4.7,35.6,18.65,25.6,27.85
19/06/2023,21.65,12.9,3.1,28.6,20.5,5.1,34.2,19.55,14.55,28.75
19/07/2021,32.15,11.9,3.3,32.25,25.95,4.1,45,27.15,14.1,27.5
19/07/2022,23.9,10.65,4.5,26.55,30.7,7,36.4,25.2,29.2,22.95
19/07/2023,22,14.95,2.8,29.9,20.45,5.6,34.1,18.4,15.45,28.25
19/08/2021,35.3,15.95,4.5,34.3,25.9,5.5,44.3,31.1,13,29.95
19/08/2022,24.85,12.45,4.8,28.25,29.7,7.5,35,27.6,12.05,25.1
19/09/2022,22.85,10.65,3.8,25.5,34.9,7.8,38.5,21,28,21.6
19/09/2023,22.3,19.4,,32.1,23,,,19,,33.3
19/10/2021,32.3,16.95,6.8,30.3,23.7,9.8,42,28.2,11.15,26.2
19/10/2022,21.1,8.4,2.7,23.2,37.05,6.3,33.1,17.5,10.3,17.3
19/10/2023,21.8,13.95,1.7,28.6,17.1,5.1,30.9,17.65,23.25,29
19/11/2021,33.45,25,8.5,32.8,27.8,10.3,41.5,28.3,10.9,27.9
19/12/2022,22.75,8.6,2.1,27.55,27.9,4.9,38.5,18.35,10.7,22.4
19/12/2023,23.05,15.95,1.3,26.5,18.3,5,28.8,18.15,17.7,26.6
20/01/2021,28.3,11.7,3.2,35.65,20.2,4.2,39.2,24.4,20.6,19
20/01/2022,32.9,21.3,8.4,34,32.5,8.5,41.9,29.95,10.5,33
20/02/2023,25.8,8.29,2,30.45,19.15,5.2,35.5,18.9,10,25.7
20/03/2023,24,7.9,1.8,28,18.75,5,33,17.3,27.5,24.2
20/04/2021,33.6,11.65,4.4,42,27.1,5.8,37.1,30.5,16.9,22.5
20/04/2022,31.9,15.6,6.6,28.7,31.3,8.6,42,29.5,11.35,27.55
20/04/2023,24.25,10.95,1.7,28.75,19.75,4.8,35.9,18.15,29,25.7
20/05/2021,37.4,11.3,5.7,48.9,26,5,36.1,34.5,14.75,29.4
20/05/2022,29.05,12.7,5.9,25.9,30.9,7.7,39,27,13.35,21.6
20/06/2022,22.9,8.83,3.8,22.6,31.4,6.8,43.9,22.5,12.7,18.85
20/06/2023,21.65,13.1,3.1,29.2,20.75,5.2,34.2,19.65,27.1,29.25
20/07/2021,33.9,12.7,3.4,33.25,25.8,4.1,45,27.9,14.8,28.1
20/07/2022,24.3,10.9,4.5,27.05,30.75,7,36.4,25.55,14.35,23.05
20/07/2023,22,15,3,29.65,19.8,5.5,34.1,18.45,28.4,27.85
20/08/2021,33.6,16.1,4.8,32.7,24.9,5.4,39.9,29.9,27,28.3
20/09/2021,32.1,17,6.8,31.85,25.3,8.1,46.5,28.25,13.4,27.1
20/09/2022,22.9,10.85,3.9,26,35.3,7.8,38.5,21.35,12.2,22.15
20/09/2023,22.45,20.3,2.4,32.05,23.5,5.9,29.5,19.2,28.3,33.25
20/10/2021,32.3,16.9,7.4,30,23.4,9.9,42,28.2,10.85,26.3
20/10/2022,21.35,8.25,2.6,23.25,37,6.6,30.4,17.15,10.45,17.15
20/10/2023,21.9,14.6,1.6,29.4,17.7,5.2,30.9,17.95,11.2,30.1
20/11/2023,22.5,15.5,1.5,29.55,18.4,5,30.5,18,21.85,29.2
20/12/2021,33.1,25,8.1,32.45,26.45,9.5,48,27.9,10.55,28.65
20/12/2022,22.55,8.18,2,28,28.5,4.5,38.5,17.6,10.7,22.45
20/12/2023,23.2,16.1,1.3,26.55,18.45,5,31.5,18.15,17.8,26.95
21/01/2021,28.95,12.5,3.2,37,20,4.1,39.5,25.8,20.6,20
21/01/2022,33.45,21.15,8.3,35.55,33.4,8.2,43,31.8,22.3,34.6
21/02/2022,34.4,21.45,9.6,34.4,35.3,8.8,53.9,32.65,10.35,33.2
21/02/2023,25.5,8.2,2,29.85,20.2,5.3,35.5,18.6,22.15,25.35
21/03/2022,32.95,20.5,10.4,32.85,36.2,10.2,49.9,32.2,10.15,33.1
21/03/2023,24.2,08.03,1.8,28.3,18.55,4.9,33,17.35,16.2,24.6
21/04/2022,31.5,15.6,6,29,30.7,8.4,42,30,11.1,27.65
21/04/2023,24.25,11.7,1.7,28.6,19.25,4.7,35.9,18.05,29.1,25.6
21/05/2021,37.5,11.4,5.8,48.25,26.05,5.1,36.1,34.65,26.9,28.85
21/06/2021,34.75,13.25,4.5,50.3,29.45,5.3,38.6,40.65,12.9,29.85
21/06/2022,23,8.6,3.8,23.05,31.5,6.9,43.9,22.45,12.7,19.2
21/06/2023,21.7,14,3.1,29.15,20.85,5.7,34.2,19.85,26.7,29.4
21/07/2021,33.8,12.4,3.3,32.85,25.75,4.1,45,28,14.65,27.85
21/07/2022,24.65,10.85,4.4,27.5,30.7,7.4,36.4,25.6,14.4,23.1
21/07/2023,22.1,15.6,3.1,29.7,20.1,5.5,34.1,18.65,12.15,28.75
21/08/2023,22,15,2.7,32,23,6.1,29.6,18.15,26.5,31.8
21/09/2021,31.8,16.65,6.8,31.5,24.75,8.6,46.5,28,13.3,26.8
21/09/2022,22.6,10.9,3.9,25.55,34.5,7.9,38.5,21.2,12.05,21.75
21/09/2023,22.4,19.35,2.4,31.7,23,5.9,29.5,18.95,27.5,32.35
21/10/2021,31.75,16.9,7.9,29.75,23.2,9.6,42,27.9,10.25,26.1
21/10/2022,20.4,7.7,2.5,21.65,36.8,6.2,33.4,16.1,10.4,15.95
21/11/2022,20.6,6.83,1.7,24.1,18.05,4.7,38.9,15.7,11.25,16.7
21/11/2023,22.6,15.65,1.5,29.4,18.55,4.8,30.4,18.1,21.5,29.3
21/12/2021,32.8,24.4,8,32,26.75,9.5,48,27.95,10.45,28.2
21/12/2022,22.8,7.7,1.9,27.5,28.8,4.6,38,17.7,10.65,23.55
21/12/2023,23.25,16.05,1.3,26.55,18.3,5,31.5,18.15,17.4,26.6
22/01/2021,28.65,12.35,3.5,37.6,20.5,4.1,36.6,25.6,15.7,19.95
22/02/2021,31.6,11.4,3.2,37,18.3,3.9,36.5,26.7,22.05,18.6
22/02/2022,34.7,20.85,9.4,34.6,35,8.5,52,34.4,10.1,33.7
22/02/2023,24.85,7.9,1.9,28.9,19.7,5.2,35.5,18.25,19.2,24.7
22/03/2021,33.4,12.3,3.1,41.1,19.35,5.4,39.5,28.65,22.05,19.2
22/03/2022,33.3,20.65,10.3,33,36.25,10.1,49.9,32.45,10.2,34.05
22/03/2023,24.15,08.01,1.8,28.5,19,4.9,33,17.4,27.7,24.8
22/04/2021,32.5,11.1,4.4,39.15,25.3,5.3,38,29.2,16.4,21
22/04/2022,32.3,15.5,6.5,29.4,31.8,8.6,42,30,12,28.8
22/05/2023,25.05,12.55,1.8,27.95,19.6,4.7,35.6,18.85,27.2,28.15
22/06/2021,35.65,13.3,4.5,51.9,29.55,5.3,36.5,42,13.2,30.2
22/06/2022,23.75,9.12,4.1,23.6,31.7,6.9,43.9,23.45,12.7,20.5
22/06/2023,21.65,14.3,3,29.45,21.1,5.8,34.2,19.9,27.2,30
22/07/2021,34.1,12.5,3.5,33.5,27,4.1,45,28.35,14.35,28
22/07/2022,24.35,10.7,4.6,26.9,30.8,7.3,38,25.55,15.55,23
22/08/2022,24.65,12.9,4.7,28,29.9,7.5,36,23.1,12.1,24.7
22/08/2023,22.05,15.2,2.8,31.55,23.55,6,29.6,18.2,26.5,32.15
22/09/2021,31.6,17,7.4,31.35,24.8,9.4,46.4,28,13.35,26.7
22/09/2022,22.8,11.1,3.8,25.4,35.05,7.9,35,21.25,11.8,21.95
22/09/2023,22.3,18,2.4,31.65,19.6,5.7,31.8,18.7,27.6,32.9
22/10/2021,31.6,16.7,7.8,29.65,23.4,9.8,42,27.9,24.1,26.2
22/11/2021,34.15,24,7.7,34.5,27.7,9.3,41.5,29.2,10.4,28.8
22/11/2022,20.35,6.97,1.7,23.9,19.3,4.7,36.1,15.8,11.3,16.9
22/11/2023,22.7,15.9,1.5,29.6,19.1,5,30.4,18.05,20.8,29.1
22/12/2021,32.7,24,8,31.65,27.3,9.4,48,27.65,10.5,27.65
22/12/2022,22.9,7.75,2,27.6,28,4.6,38,18,10.7,23.4
22/12/2023,23.2,15.95,1.3,26.45,18.3,4.9,29.8,18.3,16.3,27.2
23/02/2021,31.7,11.35,3.2,37.05,18.3,3.9,38,27.4,22.1,18.8
23/02/2022,34.6,21.15,9.2,34.85,33,8.5,55,34.35,10.1,33.6
23/02/2023,25.4,7.9,1.9,29,19.6,5.2,35.5,18.15,18.8,25
23/03/2021,33,12,3.1,40.5,19,5.2,38.5,28.35,21.95,18.8
23/03/2022,33.2,20.7,11.2,32.85,36.95,10,49.6,32.15,10.5,34
23/03/2023,24.5,8.13,1.8,28.7,19,4.8,33,17.4,27,25
23/04/2021,33.4,11.5,4.8,41.3,26.95,5.5,38,30.3,14.5,22.45
23/05/2022,28.45,12.2,5.4,25,30.85,7.6,36,26.3,11.95,20.35
23/05/2023,25.35,12.45,1.7,27.9,19.65,4.7,35.6,18.75,26.9,27.95
23/06/2021,35.8,13.45,4.4,52.7,29.3,5.2,36.5,41.9,13.55,29.75
23/06/2022,23.75,9.2,4.1,25.25,31.85,7,43.9,24.05,12.8,21.3
23/06/2023,21.9,14.95,2.9,29.25,21.1,5.8,34.2,20.2,26.4,30.3
23/07/2021,33,12.2,3.6,32.5,26,4.1,45,27.75,27.4,28.7
23/08/2021,32,17.2,5.1,32.7,24,5.4,39.9,28.6,15.7,27
23/08/2022,24.8,13.5,4.7,28,30.1,7.7,35,23.2,12,25
23/08/2023,21.85,15,2.7,31.3,23.55,6,32.3,18,26.8,30.9
23/09/2021,31.6,17,6.9,31.6,24.3,9.3,46.4,27.9,13.1,26.6
23/09/2022,22.6,10.9,3.8,25,34.7,7.9,32.8,21,10.3,21.45
23/10/2023,21.8,14,1.6,29.3,17.75,5.1,30.9,17.8,23.8,29.7
23/11/2021,33.95,25.65,7.8,34.1,27.5,10.1,41.3,28.9,09.01,28.5
23/11/2022,20.65,6.85,1.6,24.4,19.45,4.6,36.1,15.7,10.95,17.5
23/11/2023,22.2,14.8,1.5,29.2,18.4,5,30.4,17.9,20.1,28.2
23/12/2021,32.5,22.9,7.9,32.2,29.2,9.1,48,27.3,10.35,27.4
23/12/2022,22.9,7.8,2,27.65,27.85,4.6,38,17.75,20.6,23.5
24/01/2022,34.35,19.7,7.8,35.65,33.8,7.6,46,32.1,16,33.3
24/02/2021,31.2,11.35,3.2,37.5,18.2,4,37.2,27,21.7,18.35
24/02/2022,34.45,20.6,8.6,33.85,33.6,8.2,60.5,34,9.96,32.9
24/02/2023,24.6,7.75,1.9,28.25,19.15,5.1,35.5,17.7,18,24.3
24/03/2021,32.45,11.6,3.1,39,18.5,5.3,39.5,27.6,22,18.4
24/03/2022,32.9,20.5,11.1,32.55,36.25,10.3,46,32.05,10.5,33.65
24/03/2023,24.55,8.2,1.8,28.5,19.1,4.7,33,17.75,11,25.05
24/04/2023,24.2,12.1,1.7,28.9,19.1,4.6,35.9,18.25,29.2,25.55
24/05/2021,37.5,11.3,5.6,51.2,26.05,5.1,36,34.75,14.4,28.9
24/05/2022,28.8,12.3,4.9,26,31.6,7.4,34,26.85,11.85,21.75
24/05/2023,25.15,13.05,1.8,27.75,19.5,4.8,38.9,18.6,27,27.4
24/06/2021,36.2,13.45,4.3,53.4,29.15,5.2,36.6,42,13.5,29
24/06/2022,23.8,9.54,4.1,24.75,31.45,7,43.9,23.7,12.6,21.2
24/07/2023,22.05,15.65,3,29.85,20.1,5.6,34.1,18.75,27,28.7
24/08/2021,32.3,16.3,4.8,32.75,24.1,5.4,39.9,28.55,15.65,27.25
24/08/2022,24.85,13.4,4.7,28.2,30,7.7,35,23.3,12.1,25.4
24/08/2023,22.05,15.45,2.8,31.75,23.6,5.9,32.3,18.25,27,31.55
24/09/2021,32,16.8,7.2,31.7,24.05,8.5,46.4,28.7,9.9,26.75
24/10/2022,19.5,7.17,2.3,21,36.5,6.1,33.4,15.6,10.6,14.85
24/10/2023,21.9,14.3,1.6,29.5,18.3,5.2,30.9,17.9,24.95,30
24/11/2021,35.35,26.3,7.8,35.4,29.4,10,41.5,30.9,8.87,30.45
24/11/2022,21,6.73,1.6,24.6,18.95,4.5,32.5,15.7,10.95,18.2
24/11/2023,22.05,15.5,1.4,29.6,18.7,5,30.4,17.85,21.5,28.3
24/12/2021,33,23.3,8.6,32.9,31.2,9,47,28.15,16.7,28.2
25/01/2021,28.1,12,3.5,36.8,20,4,36.7,25.2,21.4,19.35
25/01/2022,34.85,19.2,7.6,37,34.9,7.8,46,32.6,15.9,34.7
25/02/2021,32.4,11.35,3.2,37.3,18.1,3.9,37.2,27.3,21.8,18.5
25/02/2022,34.35,21.3,8.9,33.85,34.9,8.4,58,34.1,17.8,33
25/03/2021,32.05,11.4,3.1,39.4,19,5.1,39,27.55,22,18.75
25/03/2022,32.7,20.35,10.9,32.2,36.8,10.3,45,31.8,15.45,33.65
25/04/2022,30.5,14.45,6.5,27.35,30.3,8.4,42,28.1,10.9,26.8
25/04/2023,24.15,11.3,1.7,28.5,18.8,4.6,35.9,18.25,29.4,25.05
25/05/2021,38,11.55,5.7,51.1,26.8,5,36,35.8,15.2,29.35
25/05/2022,30,12.8,5.3,26.9,32.5,7.7,34,28.05,11.75,22.75
25/05/2023,25.1,12.7,1.8,27.6,19.35,4.7,38.9,18.45,27.1,27
25/06/2021,36.35,14.2,4.2,53.8,29.25,5.2,36.6,42.1,14.15,29.5
25/07/2022,24.05,10.7,4.5,26.6,30.5,7.3,38,25.25,12.6,22.85
25/07/2023,22.3,15.4,3,29.9,20.3,5.4,34.1,18.8,27.5,28.5
25/08/2021,32.45,16.5,4.6,32.15,24.6,5.5,39.9,28.6,15.95,27.35
25/08/2022,25,13.5,4.7,28.7,29.9,7.8,35,23.65,11.95,25.65
25/08/2023,21.95,15.7,2.7,31.15,24,5.9,35.4,18.1,11,31.1
25/09/2023,22,16.75,2.2,29.8,18.25,5.4,30,18.1,26.95,31.65
25/10/2021,31.25,16.8,7.5,29.9,23.15,9.9,42,27.6,10.55,25.6
25/10/2022,20.4,07.02,2.3,22.45,39,6.1,33.4,16.4,10.55,14.9
25/10/2023,21.9,14.1,1.6,29,18.1,5.2,30.9,17.8,24.95,29.55
25/11/2021,35.15,26.8,7.9,35.15,29.25,9.8,39.6,30.9,9.3,30.65
25/11/2022,21.5,7.2,1.7,25.8,19.1,4.3,32.5,16.2,10.75,18.9
25/12/2023,23.35,15.9,1.3,26.9,18.25,4.9,32.7,18.4,16.4,27.5
26/01/2021,27.8,11.25,3.5,34.5,18.8,4,36.3,25.6,22.2,18.1
26/01/2022,35.45,18.85,7.4,37.65,35.25,7.7,47,33.3,15.9,35.55
26/02/2021,33.05,11.3,2.9,37.25,18.1,3.9,38,27.65,19.5,18.35
26/03/2021,32.45,11.25,3.4,39.05,19,5,38.8,27.5,27.1,18.95
26/04/2021,33.3,11.15,4.8,39.7,26.15,5.4,36.1,29.6,15.8,22.55
26/04/2022,30.9,14.8,7,27.65,30.75,8.6,42,29.35,11.05,27.4
26/04/2023,24.15,11.8,1.7,28.4,18.9,4.6,35.9,18.35,30,25.4
26/05/2021,38.45,11.7,5.4,51.5,28.65,5,36,37.5,15.1,29.5
26/05/2022,30.35,13.15,5.8,26.7,32.5,7.8,37,27.65,11.55,22.4
26/05/2023,25,12.7,1.8,27.8,19.55,4.8,38.1,18.45,12.75,27.2
26/06/2023,22.25,15,2.8,29.25,21.1,5.6,34.2,20.2,26.4,29.6
26/07/2021,32.7,12.15,3.7,32.15,26,4.1,45,27.2,14.1,28.7
26/07/2022,24.05,10.5,4.3,26.55,30.1,7.3,38,25.15,12.6,22.95
